Processes: 657 total, 2 running, 655 sleeping, 2330 threads 
2023/06/10 02:44:39
Load Avg: 1.84, 1.65, 1.65 
CPU usage: 3.36% user, 7.43% sys, 89.20% idle 
SharedLibs: 933M resident, 133M data, 79M linkedit.
MemRegions: 267631 total, 8214M resident, 389M private, 3231M shared.
PhysMem: 32G used (3430M wired, 578M compressor), 288M unused.
VM: 32T vsize, 3409M framework vsize, 14784(0) swapins, 16256(0) swapouts.
Networks: packets: 0/0B in, 0/0B out.
Disks: 0/0B read, 0/0B written.

PID    COMMAND          %CPU TIME     #TH    #WQ #PORTS MEM    PURG   CMPRS  PGRP  PPID  STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS   COW     MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW        PAGEINS IDLEW POWER INSTRS CYCLES USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
572    QuickLookUIServi 0.0  00:01.24 0      0   0      0B     0B     0B     572   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
571    com.apple.audio. 0.0  00:00.05 0      0   0      0B     0B     0B     571   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
570    IOUserBluetoothS 0.0  00:00.24 0      0   0      0B     0B     0B     570   1     sleeping  0[0]       0.00000 0.00000    270 0        0       0         0         0         0         0          0       0     0.0   0         0          _driverkit         N/A    N/A   N/A   N/A   N/A   N/A  
567    com.apple.appkit 0.0  00:03.27 0      0   0      0B     0B     0B     567   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
564    ScopedBookmarkAg 0.0  00:11.09 0      0   0      0B     0B     0B     564   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
563    com.apple.CloudP 0.0  00:03.42 0      0   0      0B     0B     0B     563   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
559    SidecarRelay     0.0  00:01.38 0      0   0      0B     0B     0B     559   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
558    MTLCompilerServi 0.0  00:00.18 0      0   0      0B     0B     0B     558   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
556    com.apple.Safari 0.0  02:06.54 0      0   0      0B     0B     0B     556   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
555    contentlinkingd  0.0  00:07.50 0      0   0      0B     0B     0B     555   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
554    com.apple.Safari 0.0  00:02.26 0      0   0      0B     0B     0B     554   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
553    SafariLaunchAgen 0.0  00:00.11 0      0   0      0B     0B     0B     553   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
552    com.apple.ColorS 0.0  00:00.01 0      0   0      0B     0B     0B     552   1     sleeping  0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
551    com.apple.Ambien 0.0  00:33.13 0      0   0      0B     0B     0B     551   1     sleeping *0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
550    AssetCacheTether 0.0  00:00.06 0      0   0      0B     0B     0B     550   1     sleeping  0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
547    AssetCache       0.0  00:00.12 0      0   0      0B     0B     0B     547   1     sleeping  0[0]       0.00000 0.00000    235 0        0       0         0         0         0         0          0       0     0.0   0         0          _assetcache        N/A    N/A   N/A   N/A   N/A   N/A  
545    biomesyncd       0.0  00:32.06 0      0   0      0B     0B     0B     545   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
544    UniversalControl 0.0  03:39.79 0      0   0      0B     0B     0B     544   1     sleeping *0[0]       0.00090 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
541    AssetCacheLocato 0.0  00:02.29 0      0   0      0B     0B     0B     541   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
539    ImageIOXPCServic 0.0  00:00.94 0      0   0      0B     0B     0B     539   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
537    seserviced       0.0  00:00.08 0      0   0      0B     0B     0B     537   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
536    CloudKeychainPro 0.0  00:00.22 0      0   0      0B     0B     0B     536   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
534    Keychain Circle  0.0  00:00.98 0      0   0      0B     0B     0B     534   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
532    coresymbolicatio 0.0  00:00.48 0      0   0      0B     0B     0B     532   1     sleeping  0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
531    spindump_agent   0.0  00:00.02 0      0   0      0B     0B     0B     531   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
530    spindump         0.0  00:27.06 0      0   0      0B     0B     0B     530   1     sleeping *0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
529    ProtectedCloudKe 0.0  00:00.56 0      0   0      0B     0B     0B     529   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
526    CallHistoryPlugi 0.0  00:02.39 0      0   0      0B     0B     0B     526   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
520    SafeEjectGPUServ 0.0  00:00.03 0      0   0      0B     0B     0B     520   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
519    CMFSyncAgent     0.0  00:15.73 0      0   0      0B     0B     0B     519   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
518    SafeEjectGPUAgen 0.0  00:00.01 0      0   0      0B     0B     0B     518   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
516    IMDPersistenceAg 0.0  39:26.04 0      0   0      0B     0B     0B     516   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
515    avconferenced    0.0  23:49.10 0      0   0      0B     0B     0B     515   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
514    mediaremoteagent 0.0  00:02.31 0      0   0      0B     0B     0B     514   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
513    com.apple.dock.e 0.0  00:05.59 0      0   0      0B     0B     0B     513   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
512    com.apple.FaceTi 0.0  00:00.31 0      0   0      0B     0B     0B     512   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
511    PasswordBreachAg 0.0  00:00.69 0      0   0      0B     0B     0B     511   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
510    UIKitSystem      0.0  00:06.14 0      0   0      0B     0B     0B     510   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
509    useractivityd    0.0  00:16.64 0      0   0      0B     0B     0B     509   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
508    imagent          0.0  00:48.70 0      0   0      0B     0B     0B     508   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
507    translationd     0.0  00:42.67 0      0   0      0B     0B     0B     507   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
505    StatusKitAgent   0.0  00:06.45 0      0   0      0B     0B     0B     505   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
502    UsageTrackingAge 0.0  00:21.71 0      0   0      0B     0B     0B     502   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
501    colorsync.userag 0.0  00:05.23 0      0   0      0B     0B     0B     501   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
497    fmfd             0.0  00:03.51 0      0   0      0B     0B     0B     497   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
496    cloudpaird       0.0  00:09.85 0      0   0      0B     0B     0B     496   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
495    bluetoothuserd   0.0  00:00.12 0      0   0      0B     0B     0B     495   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
493    wifivelocityd    0.0  00:02.56 0      0   0      0B     0B     0B     493   1     sleeping  0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
492    WiFiVelocityAgen 0.0  00:00.39 0      0   0      0B     0B     0B     492   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
491    itunescloudd     0.0  00:09.29 0      0   0      0B     0B     0B     491   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
489    triald           0.0  00:18.24 0      0   0      0B     0B     0B     489   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
488    captiveagent     0.0  00:00.13 0      0   0      0B     0B     0B     488   1     sleeping  0[0]       0.00000 0.00000    258 0        0       0         0         0         0         0          0       0     0.0   0         0          _captiveagent      N/A    N/A   N/A   N/A   N/A   N/A  
487    pbs              0.0  00:00.75 0      0   0      0B     0B     0B     487   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
486    cdpd             0.0  00:01.46 0      0   0      0B     0B     0B     486   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
484    ReportCrash      0.0  00:00.08 0      0   0      0B     0B     0B     484   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
483    com.apple.audio. 0.0  00:00.04 0      0   0      0B     0B     0B     483   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
479    AppSSODaemon     0.0  00:00.94 0      0   0      0B     0B     0B     479   1     sleeping  0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
478    SafariBookmarksS 0.0  00:37.83 0      0   0      0B     0B     0B     478   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
477    CarbonComponentS 0.0  00:00.14 0      0   0      0B     0B     0B     477   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
476    parsecd          0.0  00:06.04 0      0   0      0B     0B     0B     476   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
475    AppSSOAgent      0.0  00:00.91 0      0   0      0B     0B     0B     475   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
474    com.apple.WebKit 0.0  30:59.93 0      0   0      0B     0B     0B     474   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
473    AudioComponentRe 0.0  00:00.52 0      0   0      0B     0B     0B     473   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
472    com.apple.access 0.0  00:00.21 0      0   0      0B     0B     0B     472   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
471    iCloudNotificati 0.0  00:04.07 0      0   0      0B     0B     0B     471   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
470    CVMServer        0.0  00:00.04 0      0   0      0B     0B     0B     470   1     sleeping *0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
469    corespotlightd   0.0  69:02.70 0      0   0      0B     0B     0B     469   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
467    mobiletimerd     0.0  00:04.75 0      0   0      0B     0B     0B     467   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
466    coreauthd        0.0  00:06.40 0      0   0      0B     0B     0B     466   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
465    ctkd             0.0  00:00.04 0      0   0      0B     0B     0B     465   1     sleeping  0[0]       0.00000 0.00000    259 0        0       0         0         0         0         0          0       0     0.0   0         0          _ctkd              N/A    N/A   N/A   N/A   N/A   N/A  
462    AMPDeviceDiscove 0.0  00:00.28 0      0   0      0B     0B     0B     462   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
461    automountd       0.0  00:00.07 0      0   0      0B     0B     0B     461   1     sleeping *0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
460    neagent          0.0  00:08.36 0      0   0      0B     0B     0B     460   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
459    ctkd             0.0  00:15.31 0      0   0      0B     0B     0B     459   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
458    transparencyd    0.0  00:12.59 0      0   0      0B     0B     0B     458   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
457    syncdefaultsd    0.0  00:14.33 0      0   0      0B     0B     0B     457   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
456    com.apple.siri.e 0.0  00:05.46 0      0   0      0B     0B     0B     456   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
455    sharedfilelistd  0.0  00:01.24 0      0   0      0B     0B     0B     455   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
453    VTDecoderXPCServ 0.0  00:01.05 0      0   0      0B     0B     0B     453   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
452    ViewBridgeAuxili 0.0  00:04.87 0      0   0      0B     0B     0B     452   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
451    iconservicesagen 0.0  00:24.03 0      0   0      0B     0B     0B     451   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
450    com.apple.Safari 0.0  00:13.81 0      0   0      0B     0B     0B     450   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
449    callservicesd    0.0  00:26.97 0      0   0      0B     0B     0B     449   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
446    replayd          0.0  00:08.19 0      0   0      0B     0B     0B     446   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
444    QuickLookUIServi 0.0  00:01.20 0      0   0      0B     0B     0B     444   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
443    fontworker       0.0  00:01.01 0      0   0      0B     0B     0B     443   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
441    WiFiAgent        0.0  01:19.06 0      0   0      0B     0B     0B     441   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
440    ContextStoreAgen 0.0  00:46.84 0      0   0      0B     0B     0B     440   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
439    pboard           0.0  00:00.79 0      0   0      0B     0B     0B     439   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
438    filecoordination 0.0  00:59.68 0      0   0      0B     0B     0B     438   1     sleeping *0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
437    CoreLocationAgen 0.0  00:01.59 0      0   0      0B     0B     0B     437   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
436    fontd            0.0  00:03.67 0      0   0      0B     0B     0B     436   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
435    com.apple.hiserv 0.0  00:07.82 0      0   0      0B     0B     0B     435   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
434    pkd              0.0  00:13.31 0      0   0      0B     0B     0B     434   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
432    systemsoundserve 0.0  00:03.31 0      0   0      0B     0B     0B     432   1     sleeping *0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
431    ContextService   0.0  00:14.43 0      0   0      0B     0B     0B     431   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
430    familycircled    0.0  00:11.34 0      0   0      0B     0B     0B     430   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
428    identityservices 0.0  01:58.37 0      0   0      0B     0B     0B     428   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
424    SystemUIServer   0.0  00:08.35 0      0   0      0B     0B     0B     424   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
422    Dock             0.0  02:25.01 0      0   0      0B     0B     0B     422   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
420    contactsd        0.0  04:31.32 0      0   0      0B     0B     0B     420   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
416    siriknowledged   0.0  00:25.74 0      0   0      0B     0B     0B     416   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
415    linkd            0.0  00:08.60 0      0   0      0B     0B     0B     415   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
414    swcd             0.0  00:26.48 0      0   0      0B     0B     0B     414   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
413    networkservicepr 0.0  00:16.95 0      0   0      0B     0B     0B     413   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
412    MTLAssetUpgrader 0.0  00:01.16 0      0   0      0B     0B     0B     412   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
411    siriactionsd     0.0  00:01.99 0      0   0      0B     0B     0B     411   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
407    assistantd       0.0  00:36.65 0      0   0      0B     0B     0B     407   1     sleeping  -136[0]    0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
406    ScreenTimeAgent  0.0  02:15.83 0      0   0      0B     0B     0B     406   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
405    BiomeAgent       0.0  01:01.16 0      0   0      0B     0B     0B     405   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
402    TrustedPeersHelp 0.0  00:01.04 0      0   0      0B     0B     0B     402   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
400    routined         0.0  06:24.97 0      0   0      0B     0B     0B     400   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
397    secinitd         0.0  00:18.46 0      0   0      0B     0B     0B     397   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
396    APFSUserAgent    0.0  00:00.02 0      0   0      0B     0B     0B     396   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
390    accountsd        0.0  01:52.17 0      0   0      0B     0B     0B     390   1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
389    cloudd           0.0  15:39.33 0      0   0      0B     0B     0B     389   1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
388    XProtectBehavior 0.0  00:00.20 0      0   0      0B     0B     0B     388   1     sleeping  0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
