Processes: 657 total, 2 running, 655 sleeping, 2330 threads 
2023/06/10 02:44:39
Load Avg: 1.84, 1.65, 1.65 
CPU usage: 3.36% user, 7.43% sys, 89.20% idle 
SharedLibs: 933M resident, 133M data, 79M linkedit.
MemRegions: 267631 total, 8214M resident, 389M private, 3231M shared.
PhysMem: 32G used (3430M wired, 578M compressor), 288M unused.
VM: 32T vsize, 3409M framework vsize, 14784(0) swapins, 16256(0) swapouts.
Networks: packets: 0/0B in, 0/0B out.
Disks: 0/0B read, 0/0B written.

PID    COMMAND          %CPU TIME     #TH    #WQ #PORTS MEM    PURG   CMPRS  PGRP  PPID  STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS   COW     MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW        PAGEINS IDLEW POWER INSTRS CYCLES USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
3656   proactived       0.0  00:00.04 2      1   53     1976K  0B     372K   3656  1     sleeping *0[1]       0.00000 0.00000    501 2909     179     183       142       809       589       257        35      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
3637   ManagementTestSu 0.0  00:00.06 2      1   31     2540K  0B     2476K  3637  1     sleeping  0[0]       0.00000 0.00000    501 3312     159     135       160       791       447       304        2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
3636   AccountSubscribe 0.0  00:00.08 2      1   29     4720K  0B     3444K  3636  1     sleeping *0[173]     0.00000 0.00000    501 4006     180     134       232       2175      506       757        6       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
3635   PasscodeSettings 0.0  00:00.04 2      1   25     2168K  0B     2124K  3635  1     sleeping  0[0]       0.00000 0.00000    501 2167     157     124       48        520       282       99         2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
3634   LegacyProfilesSu 0.0  00:00.04 2      1   28     2260K  0B     2216K  3634  1     sleeping  0[0]       0.00000 0.00000    501 2183     157     124       48        526       280       111        2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
3633   InteractiveLegac 0.0  00:00.05 2      1   25     3856K  0B     3812K  3633  1     sleeping  0[0]       0.00000 0.00000    501 2189     157     124       48        530       284       120        2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
3632   RemoteManagement 0.0  00:00.15 2      1   48     2296K  0B     2212K  3632  1     sleeping  0[0]       0.00000 0.00000    501 4854     222     243       207       2767      855       695        35      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
3551   periodic-wrapper 0.0  00:00.00 2      1   26     480K   0B     0B     3551  1     sleeping *0[1]       0.00000 0.00000    0   778      116     94        48        381       244       94         2       0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
3550   sirittsd         0.0  00:00.23 2      1   62     3448K  0B     1564K  3550  1     sleeping *0[3]       0.00000 0.00000    501 5318     232     260       211       3005      854       800        72      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
3546   localizationswit 0.0  00:00.03 2      1   42     1152K  0B     336K   3546  1     sleeping *0[3]       0.00000 0.00000    501 2349     173     182       187       994       598       378        10      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
3403   spotlightknowled 0.0  00:00.02 2      1   33     1412K  0B     1368K  3403  1     sleeping  0[0]       0.00000 0.00000    501 2580     184     145       68        550       372       207        16      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
3401   griddatad        0.0  00:00.02 2      1   44     1064K  0B     1024K  3401  1     sleeping  0[0]       0.00000 0.00000    0   3163     174     149       145       569       543       345        9       0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
3314   com.apple.toneli 0.0  00:00.02 2      1   28     888K   0B     204K   3314  1     sleeping *0[14]      0.00000 0.00000    501 1726     142     177       182       1059      540       255        2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
3287   storeaccountd    0.0  00:00.12 2      1   47     1648K  0B     45056B 3287  1     sleeping *0[169]     0.00000 0.00000    501 4306     215     453       381       3186      1634      1816       5       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
3284   devicecheckd     0.0  00:00.05 2      1   52     1792K  0B     240K   3284  1     sleeping *0[1]       0.00000 0.00000    501 2387     153     186       197       1218      688       439        14      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
3152   knowledgeconstru 0.0  00:12.10 2      1   119    11340K 0B     5608K  3152  1     sleeping *0[173]     0.00000 0.00000    501 53052    572     5945      42791     208355    109196    73271      760     0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
3132   ReportCrash      0.0  00:00.04 3      1   33     936K   0B     0B     3132  1     sleeping *0[1]       0.00000 0.00000    0   1622     169     193       86        525       500       100        9       0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
3109   sysdiagnose      0.0  00:00.05 2      1   30     1348K  0B     24576B 3109  1     sleeping *0[1]       0.00000 0.00000    0   1973     173     129       177       1201      533       483        29      0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
3102   IMAutomaticHisto 0.0  00:00.26 2      1   53     2020K  0B     1920K  3102  1     sleeping  0[0]       0.00000 0.00000    501 9337     233     498       260       3871      1398      1730       2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
3101   EscrowSecurityAl 0.0  00:00.22 2      1   53     2312K  0B     2244K  3101  1     sleeping  0[0]       0.00000 0.00000    501 8651     230     656       521       6152      3097      2078       25      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
1944   XprotectService  0.0  01:04.57 2      1   40     2992K  0B     116K   1944  1     sleeping *0[101]     0.00000 0.00000    0   791563   187     2161      819       951717    1913      205562     194902  0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
1928   periodic-wrapper 0.0  00:00.00 2      1   26     456K   0B     0B     1928  1     sleeping *0[1]       0.00000 0.00000    0   724      113     87        39        316       206       52         2       0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
1926   com.apple.audio. 0.0  00:00.04 2      1   26     2064K  0B     32768B 1926  1     sleeping *0[2]       0.00000 0.00000    501 2171     164     121       47        495       278       82         2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
1925   MTLCompilerServi 0.0  00:00.16 2      1   33     10152K 0B     124K   1925  1     sleeping *0[26]      0.00000 0.00000    501 7483     431     196       171       1216      542       264        3       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
1924   fbahelperd       0.0  00:00.01 2      1   26     1116K  0B     12288B 1924  1     sleeping *0[1]       0.00000 0.00000    0   2063     173     118       139       735       373       164        5       0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
1923   betaenrollmentd  0.0  00:00.04 2      1   55     2880K  0B     404K   1923  1     sleeping *0[1]       0.00000 0.00000    501 3002     174     270       152       924       755       403        3       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
1907   com.apple.Stream 0.0  00:08.44 2      1   33     10916K 0B     9080K  1907  1     sleeping *0[8657]    0.00000 0.00000    242 212403   159     31474     21390     71542     53254     17134      2       0     0.0   0      0      _nsurlsessiond     N/A    N/A   N/A   N/A   N/A   N/A  
1905   AssetCacheLocato 0.0  00:01.46 3      1   68     2252K  0B     1520K  1905  1     sleeping *0[14]      0.00000 0.00000    235 13395    216     1869      2165      65816     7730      31046      43      0     0.0   0      0      _assetcache        N/A    N/A   N/A   N/A   N/A   N/A  
1904   OSDUIHelper      0.0  00:01.36 3      1   155    15828K 0B     580K   1904  1     sleeping *0[1254]    0.00000 0.00000    501 19330    327     25222     7162      31345     71510     25089      9       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
1901   USBAgent         0.0  00:00.03 2      1   32     1776K  0B     1732K  1901  1     sleeping  0[0]       0.00000 0.00000    501 2585     164     141       70        638       372       299        2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
1825   rapportd         0.0  00:00.07 2      1   41     2048K  0B     49152B 1825  1     sleeping *0[1]       0.00000 0.00000    0   2580     171     317       317       1749      1087      458        25      0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
1647   containermanager 0.0  00:00.05 2      1   39     1364K  0B     396K   1647  1     sleeping *0[3]       0.00000 0.00000    0   2463     159     325       251       1179      889       545        2       0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
1573   newsd            0.0  00:01.16 2      1   75     5096K  0B     1864K  1573  1     sleeping *0[207]     0.00000 0.00000    501 6866     325     643       673       64030     2812      24262      61      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
1560   VTDecoderXPCServ 0.0  00:01.80 2      1   67     3240K  0B     212K   1560  1     sleeping *0[6823]    0.00000 0.00000    501 6162     220     200085    103896    54205     179486    19993      2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
1526   recentsd         0.0  00:01.77 2      1   68     2296K  108K   32768B 1526  1     sleeping *0[712]     0.00000 0.00000    501 9050     225     2987      1818      29673     10550     10257      14      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
1525   MessagesBlastDoo 0.0  00:00.54 2      1   27     2932K  0B     184K   1525  1     sleeping *0[1126]    0.00000 0.00000    501 4882     326     1307      1334      9145      2787      1927       77      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
1388   metrickitd       0.0  00:00.03 2      1   44     1784K  0B     148K   1388  1     sleeping *0[1]       0.00000 0.00000    501 2361     151     174       160       903       605       257        10      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
1374   mapspushd        0.0  00:31.87 2      1   107    4884K  77824B 1760K  1374  1     sleeping *0[4125]    0.00000 0.00000    501 68782    348     17175     21227     736020    104171    140371     341     0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
1272   ospredictiond    0.0  00:00.02 2      1   31     1580K  0B     272K   1272  1     sleeping *0[1]       0.00000 0.00000    0   2645     197     127       157       1022      424       237        22      0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
1253   mdwrite          0.0  00:00.33 2      1   55     1848K  0B     16384B 1253  1     sleeping *0[1]       0.00000 0.00000    501 3600     179     985       810       33625     2808      6535       13      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
1238   intelligenceplat 0.0  05:47.28 2      1   76     8216K  0B     6404K  1238  1     sleeping *0[5]       0.00000 0.00000    501 624752   538     39099     5842      5551746   1952125   122633     1079    0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
1217   ASPCarryLog      0.0  00:03.69 2      1   56     2376K  0B     324K   1217  1     sleeping *0[214]     0.00000 0.00000    0   15802    211     34771     17788     85617     24780     5783       409     0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
1165   installerdiagd   0.0  00:00.00 2      1   23     628K   0B     16384B 1165  1     sleeping *0[1]       0.00000 0.00000    0   993      142     86        43        345       189       22         2       0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
1135   backgroundassets 0.0  00:00.05 2      1   55     1348K  0B     348K   1135  1     sleeping *0[2]       0.00000 0.00000    501 3210     198     288       216       1254      1010      451        24      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
1134   appleaccountd    0.0  00:01.27 2      1   121    3376K  0B     512K   1134  1     sleeping *0[310]     0.00000 0.00000    501 12461    345     3055      2852      33355     10521     13636      101     0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
1004   dprivacyd        0.0  00:01.36 2      1   76     1732K  0B     388K   1004  1     sleeping *0[10]      0.00000 0.00000    0   9393     188     471       485       21054     8944      5700       30      0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
999    tipsd            0.0  00:06.68 3      1   279    4484K  0B     1512K  999   1     sleeping *0[2532]    0.00000 0.00000    501 41597    357     23478     18412     250667    86556     134032     673     0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
998    osanalyticshelpe 0.0  00:00.10 2      1   70     1436K  0B     220K   998   1     sleeping *0[6]       0.00000 0.00000    0   3838     187     491       400       3230      1860      1028       16      0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
996    proactiveeventtr 0.0  00:01.14 2      1   69     1868K  0B     600K   996   1     sleeping *0[6]       0.00000 0.00000    501 5794     195     735       587       6908      2095      2239       52      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
902    AquaAppearanceHe 0.0  00:03.58 3      1   150    12832K 0B     468K   902   1     sleeping *0[2638]    0.00000 0.00000    501 12777    329     23454     10895     43874     73252     24565      2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
897    ManagementTestSu 0.0  00:00.10 2      1   25     4400K  0B     4344K  897   1     sleeping  0[0]       0.00000 0.00000    277 3469     159     130       159       816       453       407        2       0     0.0   0      0      _rmd               N/A    N/A   N/A   N/A   N/A   N/A  
896    AccountSubscribe 0.0  00:00.09 2      1   25     4416K  0B     4372K  896   1     sleeping  0[0]       0.00000 0.00000    277 3039     180     121       47        548       292       215        12      0     0.0   0      0      _rmd               N/A    N/A   N/A   N/A   N/A   N/A  
895    PasscodeSettings 0.0  00:00.06 2      1   22     2588K  0B     2544K  895   1     sleeping  0[0]       0.00000 0.00000    277 2343     157     117       47        547       288       251        3       0     0.0   0      0      _rmd               N/A    N/A   N/A   N/A   N/A   N/A  
887    LegacyProfilesSu 0.0  00:00.05 2      1   22     2572K  0B     2528K  887   1     sleeping  0[0]       0.00000 0.00000    277 2316     157     117       47        542       288       322        2       0     0.0   0      0      _rmd               N/A    N/A   N/A   N/A   N/A   N/A  
886    distnoted        0.0  00:03.85 2      1   30     528K   0B     12288B 886   1     sleeping *0[1]       0.00000 0.00000    277 1592     140     104       42916     214836    43109     57057      4       0     0.0   0      0      _rmd               N/A    N/A   N/A   N/A   N/A   N/A  
885    InteractiveLegac 0.0  00:00.04 2      1   23     4208K  0B     4164K  885   1     sleeping  0[0]       0.00000 0.00000    277 2343     157     117       47        551       290       323        7       0     0.0   0      0      _rmd               N/A    N/A   N/A   N/A   N/A   N/A  
881    remotemanagement 0.0  00:00.12 2      1   42     2204K  0B     2128K  881   1     sleeping  0[0]       0.00000 0.00000    277 4893     216     209       211       2048      734       842        71      0     0.0   0      0      _rmd               N/A    N/A   N/A   N/A   N/A   N/A  
854    mdbulkimport     0.0  00:09.60 2      1   40     3556K  0B     2656K  854   1     sleeping *0[1]       0.00000 0.00000    89  85941    208     3654      1713      350383    5330      19747      290     0     0.0   0      0      _spotlight         N/A    N/A   N/A   N/A   N/A   N/A  
852    online-authd     0.0  00:00.07 2      1   41     836K   0B     40960B 852   1     sleeping *1[1]       0.00000 0.00000    0   1697     139     1284      855       3238      2648      1351       1       0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
779    SiriNCService    0.0  00:10.04 5      1   452    26928K 0B     216K   779   1     sleeping *0[16883]   0.00000 0.00000    501 46542    717     237503    84188     243839    604528    191878     619     0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
776    CAReportingServi 0.0  00:25.31 2      1   66     7868K  0B     3372K  776   1     sleeping *0[960]     0.00000 0.00000    0   99631    230     200882    121115    453902    150531    170814     187     0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
772    AssetCacheManage 0.0  00:00.03 2      1   23     1672K  0B     404K   772   1     sleeping *0[1]       0.00000 0.00000    0   1858     142     86        39        534       222       146        6       0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
770    com.apple.ColorS 0.0  00:00.01 2      1   24     868K   0B     248K   770   1     sleeping *0[47]      0.00000 0.00000    501 1397     143     166       175       866       460       234        2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
766    universalAccessA 0.0  00:00.79 3      1   154    10304K 0B     440K   766   1     sleeping *0[1251]    0.00000 0.00000    501 12337    302     10611     3147      16208     31784     13651      4       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
765    com.apple.Dictio 0.0  00:00.02 2      1   31     932K   0B     32768B 765   1     sleeping *0[7]       0.00000 0.00000    501 1422     156     152       78        758       390       266        4       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
751    MTLCompilerServi 0.0  00:00.07 2      1   33     7000K  0B     2680K  751   1     sleeping *0[5]       0.00000 0.00000    501 5866     431     148       136       803       454       186        2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
750    ThumbnailExtensi 0.0  00:04.96 3      2   97     5324K  0B     404K   750   1     sleeping *0[1]       0.00000 0.00000    501 13300    333     4544      3257      36712     24878     28536      5       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
748    assistant_servic 0.0  00:28.79 3      1   313    8832K  0B     1900K  748   1     sleeping *296[5091]  0.00000 0.00000    501 104255   701     63375     13123     641589    133468    202176     398     0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
747    adprivacyd       0.0  00:01.58 3      1   81     3424K  0B     820K   747   1     sleeping *0[206]     0.00000 0.00000    501 11574    296     1499      1383      75476     5716      31219      83      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
745    weatherd         0.0  00:00.86 3      1   86     3676K  0B     1124K  745   1     sleeping *0[107]     0.00000 0.00000    501 7800     408     476       759       38789     2475      14777      98      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
744    QuickLookSatelli 0.0  00:01.65 2      1   100    21632K 0B     8564K  744   1     sleeping *0[46]      0.00000 0.00000    501 65218    1224    21639     10940     145078    19358     13747      1134    0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
733    BTLEServerAgent  0.0  00:00.83 2      1   47     1568K  0B     4096B  733   1     sleeping *0[1]       0.00000 0.00000    501 2631     194     3949      3983      31754     18402     13300      28      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
731    tailspind        0.0  00:00.01 2      1   28     960K   0B     640K   731   1     sleeping *0[1]       0.00000 0.00000    0   1669     153     101       127       542       330       166        2       0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
730    memoryanalyticsd 0.0  00:00.04 2      1   41     1844K  0B     1780K  730   1     sleeping  0[0]       0.00000 0.00000    0   3569     151     156       197       2395      555       517        15      0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
722    IDSBlastDoorServ 0.0  00:05.05 2      1   26     1896K  0B     280K   722   1     sleeping *0[7906]    0.00000 0.00000    501 8667     580     10225     9779      85145     19976     11526      49      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
715    countryd         0.0  00:01.60 2      1   29     1332K  0B     244K   715   1     sleeping *0[168]     0.00000 0.00000    0   3949     159     672       881       24608     1948      2138       6       0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
710    ndoagent         0.0  00:01.12 3      1   83     3120K  0B     296K   710   1     sleeping *0[176]     0.00000 0.00000    501 6054     277     1029      1370      59618     5481      23216      16      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
705    MessagesActionEx 0.0  00:00.02 3      2   50     1792K  0B     376K   705   1     sleeping *0[1]       0.00000 0.00000    501 3268     263     173       55        669       409       153        2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
704    SafariLinkExtens 0.0  00:00.04 3      2   54     2024K  0B     388K   704   1     sleeping *0[1]       0.00000 0.00000    501 3029     278     185       58        2671      450       151        14      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
703    MailShortcutsExt 0.0  00:00.04 3      2   50     1880K  0B     288K   703   1     sleeping *0[1]       0.00000 0.00000    501 3739     279     182       59        707       408       181        47      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
702    CalendarFocusCon 0.0  00:00.03 3      2   49     1844K  0B     384K   702   1     sleeping *0[1]       0.00000 0.00000    501 3328     272     186       57        736       415       155        29      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
701    extensionkitserv 0.0  00:00.02 2      1   36     1176K  0B     90112B 701   1     sleeping *0[1]       0.00000 0.00000    501 1974     174     165       59        782       352       110        2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
700    SoftwareUpdateNo 0.0  00:01.27 3      1   188    4932K  0B     320K   700   1     sleeping *0[1]       0.00000 0.00000    501 13218    334     8683      2279      29039     33185     21111      29      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
699    STExtractionServ 0.0  00:13.55 2      1   24     1056K  0B     45056B 699   1     sleeping *0[845]     0.00000 0.00000    242 38452    145     2752      1752      21286     4660      16405      21      0     0.0   0      0      _nsurlsessiond     N/A    N/A   N/A   N/A   N/A   N/A  
695    CrashReporterSup 0.0  00:00.03 2      1   33     1008K  0B     952K   695   1     sleeping  0[0]       0.00000 0.00000    0   2774     142     149       144       743       503       384        2       0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
693    mlruntimed       0.0  00:02.22 2      1   75     3584K  0B     2472K  693   1     sleeping *0[24]      0.00000 0.00000    501 11624    318     1615      922       62798     5461      22513      123     0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
690    com.apple.siri-d 0.0  00:00.10 2      1   42     2232K  0B     1576K  690   1     sleeping *0[3]       0.00000 0.00000    501 4039     169     299       218       2243      962       809        6       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
686    diagnosticextens 0.0  00:00.37 2      1   73     2060K  0B     544K   686   1     sleeping *0[49]      0.00000 0.00000    501 6860     227     1246      1761      11873     4560      5309       50      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
683    com.apple.audio. 0.0  00:00.03 2      1   28     1004K  0B     940K   683   1     sleeping  0[0]       0.00000 0.00000    501 2048     136     310       373       1666      890       690        2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
680    CategoriesServic 0.0  00:03.03 2      1   72     7204K  228K   3820K  680   1     sleeping *0[74]      0.00000 0.00000    501 35638    223     2223      1275      110496    7102      37163      139     0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
676    searchpartyusera 0.0  02:37.06 4      2   185    7764K  0B     904K   676   1     sleeping *0[11285]   0.00000 0.00000    501 54177    509     108839    53505     2413775   345669    756817     713     0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
674    cloudphotod      0.0  01:53.52 2      1   89     15216K 0B     2060K  674   1     sleeping *0[41037]   0.00000 0.00000    501 61954    1514    62623     101691    2044701   804063    596280     475     0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
673    1Password Extens 0.0  00:02.70 5      1   187    16720K 0B     484K   673   1     sleeping *0[1]       0.00000 0.00000    501 19206    1177    13858     6714      98376     44845     52214      1       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
669    lskdd            0.0  00:03.52 3      1   41     2256K  0B     236K   669   1     sleeping *0[558]     0.00000 0.00000    265 6753     162     69637     34631     117087    43907     73561      1       0     0.0   0      0      _fpsd              N/A    N/A   N/A   N/A   N/A   N/A  
668    keyboardservices 0.0  00:00.70 2      1   62     2344K  24576B 256K   668   1     sleeping *0[188]     0.00000 0.00000    501 7126     224     1397      1037      20882     5486      6598       18      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
666    naturallanguaged 0.0  00:00.17 2      1   55     5932K  0B     136K   666   1     sleeping *0[20]      0.00000 0.00000    501 5756     192     313       279       2706      1075      1423       234     0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
665    AppleSpell       0.0  00:09.81 2      1   156    13428K 0B     1040K  665   1     sleeping *0[1]       0.00000 0.00000    501 44997    394     11131     6920      412427    53288     60018      9625    0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
663    loginitemregiste 0.0  00:00.03 2      1   37     1156K  0B     196K   663   1     sleeping *0[6]       0.00000 0.00000    501 2677     156     214       190       1146      605       312        2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
660    reversetemplated 0.0  00:09.03 3      1   112    8076K  0B     2328K  660   1     sleeping *0[718]     0.00000 0.00000    501 45856    1109    13721     5783      206570    177588    87989      410     0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
657    gamecontrollerag 0.0  00:07.38 3      2   49     2092K  0B     368K   657   1     sleeping *0[1]       0.00000 0.00000    501 12974    174     39715     347       298660    159318    213785     7       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
655    distnoted        0.0  00:04.03 2      1   30     536K   0B     196K   655   1     sleeping *0[1]       0.00000 0.00000    235 1646     140     104       43113     215821    43312     57150      4       0     0.0   0      0      _assetcache        N/A    N/A   N/A   N/A   N/A   N/A  
654    promotedcontentd 0.0  00:01.66 2      1   75     2724K  0B     316K   654   1     sleeping *0[191]     0.00000 0.00000    501 10269    354     938       730       81008     2703      32257      143     0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
653    com.apple.siri.e 0.0  00:00.64 2      1   35     15584K 0B     972K   653   1     sleeping *0[2]       0.00000 0.00000    501 12073    311     323       357       11056     1169      3566       1972    0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
652    TextInputSwitche 0.0  00:01.70 3      1   172    5792K  0B     73728B 652   1     sleeping *0[1]       0.00000 0.00000    501 14213    313     8839      2035      26161     61976     33619      3       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
650    ctkahp           0.0  00:00.08 2      1   51     1956K  0B     86016B 650   1     sleeping *0[124]     0.00000 0.00000    501 2523     168     384       289       1832      1037      701        7       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
649    ctkahp           0.0  00:00.15 2      1   33     1888K  0B     16384B 649   1     sleeping *0[113]     0.00000 0.00000    0   3206     214     525       320       5457      2235      2011       8       0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
647    TextInputMenuAge 0.0  00:13.97 3      1   187    21520K 0B     644K   647   1     sleeping *0[5618]    0.00000 0.00000    501 86872    338     267908    85172     233352    710041    251294     27      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
646    AirPlayUIAgent   0.0  00:00.86 3      1   158    10120K 0B     304K   646   1     sleeping *0[1708]    0.00000 0.00000    501 12309    305     12185     4475      22693     36834     17006      5       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
644    askpermissiond   0.0  00:04.42 2      1   68     3164K  0B     1432K  644   1     sleeping *0[182]     0.00000 0.00000    501 40800    296     12195     826       176804    48575     96502      53      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
643    icdd             0.0  00:00.26 2      1   65     2268K  0B     16384B 643   1     sleeping *0[1]       0.00000 0.00000    501 3233     193     3650      1966      6543      6259      4711       18      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
642    Siri             0.0  00:16.87 3      1   173    10612K 0B     208K   642   1     sleeping *0[5808]    0.00000 0.00000    501 17017    349     279737    44078     166292    615349    183768     53      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
